glottocode,name,level,latitude,longitude
sawi1255,Sawitto,dialect,,
pasa1242,Pasangkayu,dialect,,
sopp1246,Soppeng,dialect,,
bone1252,Bone,dialect,,
barr1249,Barru,dialect,,
wajo1237,Wajo,dialect,,
pang1292,Pangkep,dialect,,
luwu1237,Luwu,dialect,,
camb1243,Camba,dialect,,
sinj1241,Sinjai,dialect,,
tama1334,Tamanic,family,,
emba1238,Embaloh,language,1.3156,112.63
kali1304,Kalis,dialect,,
tama1335,Taman (Indonesia),language,1.00003,112.975
nort2894,Northern South Sulawesi,family,,
mamu1255,Mamuju,language,-2.50762,119.082
pada1262,Padang,dialect,,
siny1244,Sinyonyoi,dialect,,
suma1267,Sumare-Rangas,dialect,,
nucl1567,Nuclear Mamuju,dialect,,
pitu1237,Pitu Ulunna Salu,family,,
dakk1238,Dakka,language,-3.33671,119.235
mata1312,Matangnga-Aralle-Tabulahan,family,,
ulum1237,Ulumanda',language,-3.00933,118.994
tapp1240,Tappalang,dialect,,
bott1237,Botteng,dialect,,
sond1252,Sondoang,dialect,,
bamb1270,Bambam,language,-3.02759,119.201
issi1237,Issilita',dialect,,
buma1246,Bumal,dialect,,
meha1242,Mehalaan,dialect,,
pakk1243,Pakkau,dialect,,
bamb1271,Bambam Hulu,dialect,,
mata1286,Matangnga,dialect,,
salu1250,Salu Mokanam,dialect,,
aral1243,Aralle-Tabulahan,language,-2.78397,119.319
tabu1243,Tabulahan,dialect,,
mamb1308,Mambi,dialect,,
aral1244,Aralle,dialect,,
pann1239,Pannei,language,-3.21973,119.191
bulo1244,Bulo (Indonesia),dialect,,
tapa1259,Tapango,dialect,,
tora1260,Torajic,family,,
kalu1247,Kalumpang,language,-2.33388,119.474
mabl1237,Mablei,dialect,,
kara1492,Karataun,dialect,,
bone1253,Bone Hau,dialect,,
mang1411,Mangki,dialect,,
taee1237,Tae',language,-2.58205,120.139
buaa1246,Bua (Indonesia),dialect,,
nort2895,Northeast Luwu,dialect,,
rong1270,Rongkong,dialect,,
sout2924,South Luwu,dialect,,
mama1276,Mamasa,language,-3.0811,119.484
patt1250,Pattae',dialect,,
cent2102,Central Mamasa,dialect,,
nort2896,Northern Mamasa,dialect,,
tora1261,Toraja-Sa'dan,language,-2.97144,119.829
rant1238,Rantepao,dialect,,
tora1262,Toraja Barat,dialect,,
maka1312,Makale (Indonesia),dialect,,
talo1251,Talondo',language,-2.4525,119.35
mand1442,Mandar,language,-3.34717,119.068
pamb1245,Pamboang,dialect,,
bala1313,Balanipa,dialect,,
malu1246,Malunda,dialect,,
maje1237,Majene,dialect,,
send1239,Sendana,dialect,,
mase1250,Masenrempulu,family,,
maiw1250,Maiwa (Indonesia),language,-3.59444,119.978
duri1242,Duri,language,-3.37081,119.871
kalo1260,Kalosi,dialect,,
cakk1237,Cakke,dialect,,
mali1283,Malimpung,language,-3.6996,119.76
enre1239,Enrekang,language,-3.53848,119.66
patt1251,Pattinjo,dialect,,
rang1270,Ranga,dialect,,
nucl1568,Nuclear Enrekang,dialect,,
maka1310,Makassaric,family,,
nucl1727,Nuclear Makassaric,family,,
bent1237,Bentong,language,-4.76004,119.806
maka1311,Makasar,language,-5.65551,119.838
maro1245,Maros-Pangkep,dialect,,
gowa1239,Gowa,dialect,,
tura1262,Turatea,dialect,,
konj1250,Konjo,family,,
high1275,Highland Konjo,language,-5.26559,119.928
coas1295,Coastal Konjo,language,-5.41532,120.304
tana1286,Tana Toa,dialect,,
bant1292,Bantaeng,dialect,,
konj1249,Konjo Pesisir,dialect,,
sela1260,Selayar,language,-6.10145,120.496
lemo1243,Lemolang,language,-2.63313,120.27
nort3253,North Borneo Malayo-Polynesian,family,,
kaya1335,Kayan-Murik-Modang,family,,
moda1243,Modang-Segai,family,,
moda1244,Modang,language,0.80793,116.573
nahe1237,Nahes,dialect,,
keli1252,Kelingan (Indonesia),dialect,,
liah1237,Liah Bing,dialect,,
long1405,Long Glat,dialect,,
bene1245,Benehes,dialect,,
long1404,Long Bento',dialect,,
sega1243,Segai,language,1.97695,116.954
kela1259,Kelai,dialect,,
sega1244,Segah,dialect,,
kaya1336,Kayan-Murik,family,,
kaya1333,Kayanic,family,,
bara1370,Baram Kayan,language,3.51211,114.482
long1413,Long Atip,dialect,,
long1412,Long Akahsemuka,dialect,,
mend1267,Mendalam Kayan,language,0.98794,113.286
reja1244,Rejang-Makaham Kayan,family,,
busa1255,Busang Kayan,language,0.03494,115.401
bela1259,Belayan,dialect,,
long1414,Long Bleh,dialect,,
maha1298,Mahakam Busang,dialect,,
kaya1324,Kayan Mahakam,language,0.91787,114.452
reja1241,Rejang Kayan,language,2.71903,114.169
long1408,Long Badan,dialect,,
maag1237,Ma'aging,dialect,,
long1409,Long Murun,dialect,,
umaj1240,Uma Juman,dialect,,
leme1239,Lemena,dialect,,
lisu1251,Lisum,dialect,,
umad1241,Uma Daro,dialect,,
long1410,Long Geng,dialect,,
long1411,Long Kehobo,dialect,,
baha1257,Bahau,language,0.30801,115.332
kaya1325,Kayan River Kayan,language,1.78269,115.827
kaya1326,Kayaniyut Kayan,dialect,,
umal1240,Uma Lakan,dialect,,
muri1259,Murik (Malaysia),language,3.7519,114.434
mera1243,Merap,dialect,,
ngor1244,Ngorek,dialect,,
long1402,Long Semiang,dialect,,
long1403,Long Banyuq,dialect,,
huan1252,Huang Bau,dialect,,
puaa1234,Pua',dialect,,
sara1342,Central Sarawak,family,,
mela1262,Melanau-Kajang,family,,
mela1255,Melanau,family,,
daro1239,Daro-Matu Melanau,language,2.54435,111.536
matu1262,Matu Melanau,dialect,,
daro1240,Daro Melanau,dialect,,
cent2101,Central Melanau,language,2.524086,111.346451
bali1282,Balingian,dialect,,
sega1246,Segahan,dialect,,
igan1242,Igan,dialect,,
preh1243,Prehan,dialect,,
brui1237,Bruit,dialect,,
sari1247,Sarikei,dialect,,
site1237,Siteng,dialect,,
sega1245,Segalang,dialect,,
dala1239,Dalat,dialect,,
muka1237,Mukah-Oya,dialect,,
sibu1259,Sibu-Kanowit-Tanjong,family,,
kano1244,Kanowit-Tanjong Melanau,language,2.03781,112.383
sibu1258,Sibu Melanau,language,2.26758,111.763
sedu1237,Seduan,dialect,,
bany1246,Banyok,dialect,,
kaja1255,Kajang,family,,
seka1248,Sekapan,language,2.47567,113.562
kaja1256,Kajaman-Lahanan,family,,
laha1253,Lahanan,language,2.72734,113.947
kaja1250,Kajaman,language,2.78613,113.886
puna1279,Punan-Muller-Schwaner,family,,
mull1247,Muller-Schwaner,family,,
hovo1240,Hovongan-Kereho,family,,
hovo1239,Hobongan,language,0.9841,113.897
semu1241,Semukung Uheng,dialect,,
nucl1559,Nuclear Hovongan,dialect,,
kere1285,Kereho,language,0.64649,113.644
aohe1237,Aoheng-Seputan,language,0.87404,114.127
aohe1238,Aoheng,dialect,,
sepu1237,Seputan,dialect,,
puna1280,Punan,family,,
puna1281,Punan Tubu-Bah,family,,
puna1266,Punan Tubu,language,2.86972,116.26
puna1275,Punan Bah-Biau,language,2.27377,113.156
puna1276,Punan Bah,dialect,,
puna1277,Punan Biau,dialect,,
saja1241,Sajau-Latti,language,2.43432,117.401
latt1234,Latti,dialect,,
puna1272,Punan Batu 2,dialect,,
puna1273,Punan Basap,dialect,,
puna1271,Punan Sajau,dialect,,
buka1263,Bukat-Ukit-Beketan-Lugat-Lisum,family,,
ukit1237,Ukit,language,1.56623,114.579
buka1261,Bukat,language,1.29075,113.246
buki1248,Bukitan,language,2.34947,114.895
puna1269,Punan Busang,dialect,,
puna1270,Punan Ukit,dialect,,
aput1239,Aput-Busang-Merah-Kohi,family,,
puna1267,Punan Aput,language,1.38035,116.089
puna1268,Punan Merah,language,0.50763,115.588
sian1255,Sihan,language,2.66154,113.843
puna1278,Punan Batu 1,language,2.65327,113.93
saba1285,Sabahan,family,,
sout3154,Southwest Sabahan,family,,
grea1293,Greater Dusunic,family,,
pait1248,Paitanic,family,,
uppe1426,Upper Kinabatangan-Lobu,family,,
uppe1427,Upper Kinabatangan,language,5.31911,116.901
kala1392,Kalabuan,dialect,,
dusu1276,Dusun Segama,dialect,,
sina1268,Sinabu',dialect,,
maki1248,Makiang,dialect,,
lana1236,Lanas Lobu,language,5.39196,116.577
ruma1251,Rumanau,dialect,,
lobu1241,Lobu,dialect,,
tamp1254,Tampias Lobu,language,5.72467,116.789
seru1246,Serudung Murut,language,4.39954,117.279
tomb1244,Tombonuo,language,6.2892,117.322
ling1266,Lingkabau Sugut,dialect,,
abai1240,Abai Sungai,language,5.55394,118.306
dusu1277,Dusunic,family,,
rung1260,Rungus-Mangkaak-Labuk,family,,
rung1259,Rungus,language,6.83989,116.743
nulu1237,Nulu,dialect,,
gons1237,Gonsomon,dialect,,
nucl1563,Nuclear Rungus,dialect,,
dump1244,Dumpas-Sukang,family,,
labu1249,Labuk-Kinabatangan Kadazan,language,5.51924,117.507
suka1245,Sukang,dialect,,
lama1280,Lamag Sungai,dialect,,
mang1410,Mangkaak,dialect,,
labu1250,Labuk (Kadazan),dialect,,
dump1242,Dumpas,language,5.93483,117.419
tobi1239,Tobilung,language,6.56097,116.67
kada1292,Kadazan-Sugut-Minokok,family,,
sugu1244,Sugut-Minokok Kadazan,family,,
mino1243,Minokok,language,5.43348,116.759
sugu1243,Sugut Dusun,language,6.14235,117.176
tina1250,Tinagas,dialect,,
tala1287,Talantang,dialect,,
cent2100,Kadazan Dusun,language,6.02998,116.681
kual1253,Kuriyou (Kuala Monsok Dusun),dialect,,
temp1235,Tempasuk Dusun,dialect,6.36389,116.545
kada1288,Kadazan-Tagaro,dialect,,
pahu1240,Pahu',dialect,,
soki1240,Sokid,dialect,,
bund1257,Bundu (Taginambur),dialect,,
rana1248,Ranau,dialect,,
coas1294,Coastal Kadazan,dialect,5.77065,116.063
meng1270,Menggatal,dialect,,
tamb1254,Tambunan Dusun,dialect,5.68284,116.373
kiun1242,Kiundu,dialect,,
dusu1275,Dusun Sinulihan,dialect,,
luba1252,Luba,dialect,,
kota1278,Kota Marudu Tinagas,dialect,6.377,116.946
beau1240,Beaufort Dusun,dialect,,
kima1244,Kimaragang,language,6.61982,116.96
pita1246,Pitas Kimaragang,dialect,,
sons1244,Sonsogon,dialect,,
tand1257,Tandek,dialect,,
sand1276,Sandayo,dialect,,
kuij1237,Kuijau,language,5.47179,116.108
kota1279,Kota Marudu Talantang,language,6.48554,116.853
klia1235,Klias River Kadazan,language,5.39453,115.582
bisa1270,Bisaya-Lotud,family,,
saba1267,Sabah Bisaya,language,5.30433,115.512
brun1245,Brunei Bisaya-Dusun,language,4.60791,114.517
brun1250,Brunei Dusun,dialect,,
brun1251,Brunei Bisaya,dialect,,
lotu1250,Lotud,language,6.13732,116.232
grea1294,Greater Murutic,family,,
tata1257,Tatana,language,5.49808,115.553
muru1275,Murutic,family,,
east2724,Eastern Murutic,family,,
kala1391,Kalabakan,language,4.53605,117.317
selu1244,Selungai-Sembakung Murut,family,,
semb1240,Sembakung Murut,language,4.22102,116.799
selu1243,Selungai Murut,language,4.34788,116.45
okol1241,Okolod,language,4.53989,115.753
nort3186,Northern Murutic,family,,
suma1273,Sumambu-Tagal,family,,
taga1273,Tagal Murut,language,4.42907,116.177
sala1270,Salalir,dialect,,
tawa1276,Tawan,dialect,,
pens1238,Pensiangan Murut,dialect,,
toma1247,Tomani,dialect,,
alum1248,Alumbis,dialect,,
tolo1257,Tolokoson,dialect,,
taga1274,Tagal,dialect,,
rund1243,Rundum,dialect,,
sapu1250,Sapulot Murut,dialect,,
suma1266,Sumambu,dialect,,
mali1282,Maligan,dialect,,
tidu1238,Tidung-Bulusu,family,,
buru1304,Burusu,language,3.36912,117.012
tidu1239,Tidung,family,3.937955,117.55143
sout3241,Southern Tidung,language,4.0,117.75
penc1240,Penchangan,dialect,,
semb1242,Sembakung,dialect,,
nonu1239,Nonukan,dialect,,
seda1264,Sedalir,dialect,,
tara1317,Tarakan,dialect,,
sesa1244,Sesayap,dialect,,
nort3262,Northern Tidung,language,5.8606,117.5455
labu1253,Labuk (Tidund),dialect,,
tanj1249,Tanjung Aru,dialect,,
lowl1273,Lowland Murut,family,,
keni1249,Keningau Murut,language,5.42272,116.198
naba1255,Nabay,dialect,,
dusu1272,Dusun Murut,dialect,,
ambu1245,Ambual,dialect,,
book1241,Bookan,language,5.32519,116.474
teng1271,Tengara,dialect,,
bauk1238,Baukan,dialect,,
koko1270,Kokoroton Murut,dialect,,
timu1262,Timugon Murut,language,5.1796,115.826
muru1272,Murut Padas,dialect,,
lowe1413,Lower Murut,dialect,,
timu1263,Timugon,dialect,,
sand1275,Sandiwar,dialect,,
beau1239,Beaufort Murut,dialect,,
poro1254,Poros,dialect,,
buka1260,Bukau,dialect,,
kapa1254,Kapagalan,dialect,,
dabu1242,Dabugus,dialect,,
gana1277,Gana,language,5.57583,116.145
palu1253,Paluan,language,5.02715,116.346
taka1266,Takapan,dialect,,
sook1243,Sook Murut,dialect,,
maka1309,Makaheeliga,dialect,,
pand1267,Pandewan,dialect,,
dali1243,Dalit Murut,dialect,,
nucl1558,Nuclear Paluan,dialect,,
abai1241,Abai Tubu-Abai Sembuak,language,3.524226,116.162455
papa1268,Papar,language,5.57378,115.58
bolo1268,Bolongan,language,2.75927,117.293
nort3172,Northeast Sabahan,family,,
idaa1241,Ida'an,language,5.29059,118.515
subp1237,Subpan,dialect,,
nucl1564,Nuclear Ida'an,dialect,,
bega1240,Begak,dialect,,
bong1289,Bonggi,language,7.29249,117.174
nort3171,North Sarawakan,family,,
keny1280,Kenyahic,family,,
lowl1270,Lowland Kenyah,family,,
west2875,Western Lowland Kenyah-Penan,family,,
long1406,Western Lowland Kenyah,language,3.85226,114.82
long1407,Long Labid,dialect,,
luga1238,Lugat,dialect,,
nucl1560,Nuclear Long Wat,dialect,,
pena1271,Penan,family,,
east2485,Eastern Penan,language,4.5915,114.584
pena1269,Penan Apoh,dialect,,
west2562,Western Penan-Sebop,family,,
sebo1238,Sebop,language,3.42701,114.178
long1400,Long Ekang,dialect,,
tinj1237,Tinjar Sibop,dialect,,
long1398,Long Atun,dialect,,
long1399,Long Pokun,dialect,,
long1397,Long Luyang,dialect,,
liro1237,Lirong,dialect,,
bahm1237,Bah Malei,dialect,,
west2563,Western Penan,language,3.4667,114.523
pena1264,Penan Gang,dialect,,
jela1245,Jelalong Penan,dialect,,
sipe1237,Sipeng,dialect,,
pena1265,Penan Lusong,dialect,,
bokp1241,Bok Penan,dialect,,
nibo1237,Nibong,dialect,,
pena1267,Penan Lanying,dialect,,
pena1268,Penan Silat,dialect,,
pena1266,Penan Apo,dialect,,
waha1238,Eastern Lowland Kenyah,language,1.56635,116.655
umat1247,Uma Timai,dialect,,
high1288,Highland Kenyah,family,,
main1275,Usun Apau Kenyah,language,3.54443,114.039
umaj1239,Uma Jalam,dialect,,
umat1246,Uma Tau,dialect,,
lepo1241,Lepo' Kulit,dialect,,
umab1239,Uma Bem,dialect,,
uppe1425,Upper Pujungan,family,,
umal1239,Uma' Lasan,language,2.14141,114.205
long1401,Long Bangan,dialect,,
keme1241,Kemena Penan,dialect,,
luna1245,Lunan,dialect,,
kaku1241,Kakus Penan,dialect,,
umab1240,Uma Bakah,dialect,,
umal1238,Uma' Lung,language,3.25,116.5
bera1263,Berawan-Lower Baram,family,,
cent2094,Lower Baram,family,,
cent2273,Central Lower Baram B,family,,
naro1251,Narom,language,4.42115,114.011
nucl1562,Nuclear Narom,dialect,,
miri1269,Miri (Malaysia),dialect,,
lela1246,Lelak,language,4.11426,114.029
nucl1561,Nuclear Lelak,dialect,,
dali1244,Dali (Lelak),dialect,,
cent2272,Central Lower Baram A,family,,
kipu1237,Kiput,language,4.16535,114.367
long1415,Long Kiput,dialect,,
lemi1242,Lemiting,dialect,,
long1416,Long Tutoh,dialect,,
bela1260,Lemeting,language,4.96207,114.933
tuto1241,Tutong,language,4.74327,114.638
bera1264,Berawan,family,,
cent2097,Central-East Berawan,family,,
east2486,East Berawan,language,3.96098,114.606
cent2098,Central Berawan,language,3.97194,114.565
west2564,West Berawan,language,3.9815,114.528
kela1257,Dayic,family,,
lund1271,Lundayeh,language,4.25064,115.5
lund1273,Lun Dayah,dialect,,
adan1250,Adang (Lundayeh),dialect,,
lund1272,Lun Daye,dialect,,
lepu1239,Lepu Potong (Lundayeh),dialect,,
bala1312,Balait,dialect,,
trus1237,Trusan,dialect,,
pake1237,Pa Kembaloh,dialect,,
abai1239,Abai,dialect,,
pada1261,Padas,dialect,,
lunb1237,Lun Bawang,dialect,,
kolu1246,Kolur,dialect,,
saba1265,Sa'ban,language,3.58723,115.664
pada1263,Pa' Dalan,dialect,,
nucl1810,Nuclear Sa'ban,dialect,,
tang1383,Tang Paye,dialect,,
kela1258,Kelabit,language,3.31783,115.428
lepu1240,Lepu Potong,dialect,,
brun1244,Brung,dialect,,
lonb1237,Lon Bangag,dialect,,
libb1237,Libbung,dialect,,
bari1288,Bario,dialect,,
trin1273,Tring,language,1.335,110.036
leng1260,Lengilu,language,3.69641,115.91
long1425,Long Mutan,dialect,,
long1423,Long Layu’,dialect,,
long1424,Long Padi,dialect,,
binu1246,Binuang,dialect,,
bint1246,Bintulu,language,3.867,113.634
land1261,Land Dayak,family,,
beny1238,Benyadu-Bekati,family,,
baka1275,Bakati',family,,
rara1236,Rara-Sara Bakati',family,,
rara1235,Rara Bakati',language,1.27026,109.539
sara1329,Sara Bakati',language,1.20403,109.6155
beka1241,Riuk Bekati',language,1.3307,109.576
beny1237,Benyadu',language,0.78534,109.753
bida1239,Bidayuh-Southern Land Dayak,family,,
bida1240,Bidayuh,family,,
trin1271,Tringgus-Sembaan Bidayuh,language,1.4313,109.95
mbaa1246,Mbaan,dialect,,
trin1272,Tringgus,dialect,,
buka1257,Bukar-Sadung Bidayuh,language,0.96817,110.657
ment1250,Mentuh Tapuh,dialect,,
buka1259,Bukar Sadong,dialect,,
buka1258,Bukar Bidayuh,dialect,,
cent2415,Central-Western Bidayuh,family,,
biat1246,Biatah Bidayuh,language,1.17596,110.254
tibi1237,Tibia,dialect,,
stan1307,Stang,dialect,,
sibu1256,Siburan,dialect,,
baub1235,Bau-Jagoi Bidayuh,language,1.54467,109.985
gumb1243,Gumbang,dialect,,
teng1270,Tengoh,dialect,,
sera1265,Serambau,dialect,,
suti1238,Suti,dialect,,
taup1243,Taup,dialect,,
grog1237,Grogo,dialect,,
empa1241,Empawa,dialect,,
krok1237,Krokong,dialect,,
asse1237,Assem,dialect,,
sten1237,Stenggang Jagoi,dialect,,
dong1297,Dongay,dialect,,
sing1269,Singge,dialect,,
sout2922,Southern Land Dayak,family,,
kemb1249,Mateq,language,0.66181,110.468
sang1339,Sanggau,language,-0.13152,110.404
ribu1241,Ribun,language,0.32189,110.207
jang1257,Jangkang,language,0.29738,110.647
sema1269,Onya Darat,language,-0.75188,110.527
kual1255,Kualan,dialect,,
simp1234,Simpang,dialect,,
bara1411,Baram Onya Darat,dialect,,
nucl1557,Semandang,dialect,,
lamp1241,Lampungic,family,,
lamp1242,Lampung Nyo,language,-4.43957,105.397
jabu1248,Jabung,dialect,,
meng1269,Menggala,dialect,,
kota1277,Kota Bumi,dialect,,
pesi1234,Pesisir,family,,
lamp1243,Lampung Api,language,-5.73463,105.037
sout3392,Southern Pesisir Lampung,dialect,,
krui1237,Krui,dialect,,
pubi1237,Pubian,dialect,,
kome1238,Komering,language,-3.79215,105.107
madu1247,Maduresic,family,,
nucl1460,Madurese,language,-7.0,113.0
sume1242,Sumenep,dialect,,
pame1258,Pamekesan,dialect,,
bawe1237,Bawean,dialect,,
bang1364,Bangkalan,dialect,,
sapu1249,Sapudi,dialect,,
samp1251,Sampang (Indonesia),dialect,,
kang1289,Kangean,language,-7.98335,112.968
basa1291,Basap-Greater Barito,family,,
basa1286,Basap,language,1.41405,117.942
duma1254,Tabalar-Talisayan,dialect,,
mang1439,Mangkalihat,dialect,,
kara1491,Karangan-Sangkulirang-Bengalon,dialect,,
bera1265,Lesan-Inaran,dialect,,
grea1283,Greater Barito linkage,family,,
sama1302,Sama-Bajaw,family,,
sulu1242,Sulu-Borneo,family,,
pang1291,Pangutaran Sama,language,6.27167,120.536
born1254,Borneo Coast Bajaw,family,,
west2560,West Coast Bajau,language,6.00631,116.124
bang1367,Banggi,dialect,,
puta1239,Putatan,dialect,,
kawa1280,Kawang,dialect,,
sand1274,Sandakan Bajau,dialect,,
pita1245,Pitas Bajau,dialect,,
kota1276,Kota Belud,dialect,,
papa1267,Papar (West Coast Bajau),dialect,,
mapu1244,Mapun,language,6.09061,118.75
indo1317,Indonesian Bajau,language,-3.68664,122.253
jaya1244,Jaya Bakti,dialect,,
same1241,Same',dialect,,
wall1258,Wallace,dialect,,
mata1285,Matalaang,dialect,,
poso1238,Poso,dialect,,
tong1327,Togian 2,dialect,,
tong1328,Togian 1,dialect,,
sula1246,Sulamu,dialect,,
kajo1241,Kajoa,dialect,,
roti1238,Roti,dialect,,
jamp1237,Jampea,dialect,,
inne1244,Inner Sulu Sama,family,,
cent2092,Central Sama,language,7.004574,118.455978
dila1238,Dilaut-Badjao,dialect,,
sout2918,Southern Sama,language,4.755836,119.483887
sama1303,Sama (Malaysia-Philippines),dialect,,
siku1243,Sikubung,dialect,,
tand1255,Tandubas,dialect,,
baja1261,Bajau Darat,dialect,,
lami1238,Laminusa,dialect,,
baja1260,Bajau Laut,dialect,,
bong1288,Bongao,dialect,,
sibu1255,Sibutu',dialect,,
lang1326,Languyan,dialect,,
sita1237,Sitangkai,dialect,,
simu1237,Simunul,dialect,,
bali1281,Balimbing,dialect,,
baja1262,Bajau Semporna,dialect,,
sapa1252,Sapa-Sapa,dialect,,
ubia1237,Ubian,dialect,,
baja1263,Bajau Banaran,dialect,,
obia1237,Obian,dialect,,
bala1311,Balangingi,language,6.011614,121.686646
daon1242,Daongdung,dialect,,
luta1238,Lutangan,dialect,,
sibu1253,Sibuguey,dialect,,
sibu1254,Sibuco-Vitali,dialect,,
kabi1262,Kabinga'an,dialect,,
nucl1552,Nuclear Balangingi,dialect,,
yaka1277,Yakan,language,6.531023,122.021729
inab1237,Inabaknon,language,12.4264,124.166
nort2888,North East Greater Barito,family,,
tawo1243,Tawoyan,language,-1.30017,115.204
lawa1257,Lawangan,language,-1.80261,115.876
puru1263,Purung,dialect,,
bako1253,Bakoi,dialect,,
benu1246,Benua,dialect,,
tuwa1244,Tuwang,dialect,,
bawu1237,Bawu,dialect,,
banu1239,Banuwang,dialect,,
bant1290,Bantian,dialect,,
mant1269,Mantararen,dialect,,
ajuh1237,Ajuh,dialect,,
kara1490,Karau,dialect,,
pura1256,Purai,dialect,,
pasi1257,Pasir,dialect,,
lola1251,Lolang,dialect,,
kali1303,Kali,dialect,,
lawa1258,Lawa (Lawangan),dialect,,
njum1237,Njumit,dialect,,
sout2921,South West Greater Barito,family,,
ngaj1237,Ngaju,language,-1.58463,112.794
baam1237,Ba'amang,dialect,,
mant1270,Mantangai,dialect,,
pulo1241,Pulopetak,dialect,,
baku1263,Bakumpai,language,-1.98842,114.77
meng1268,Mengkatip,dialect,,
nucl1555,Nuclear Bakumpai,dialect,,
sout2919,Southeast Barito,family,,
mala1537,Malagasic,family,,
nort3196,North-Central Malagasic,family,,
bush1250,Kibosy Kiantalaotsy-Majunga,language,-12.9652,45.1368
kian1236,Kiantalaotse,dialect,,
maju1234,Majunga,dialect,,
cent2382,Central-Eastern Malagasic,family,,
sout2920,Southern Betsimisaraka Malagasy,language,-22.8,47.82
plat1254,Plateau Malagasy,language,-19.5907,47.1211
tana1285,Tañala,dialect,,
anta1259,Antaimoro,dialect,,
anta1260,Antambohoaka,dialect,,
bets1235,Betsileo,dialect,,
meri1243,Merina,dialect,,
siha1244,Sihanaka,dialect,,
beza1235,Bezanozano,dialect,,
nort3207,Northern Malagasic,family,,
anta1255,Antankarana Malagasy,language,-13.2164,49.2402
main1284,Mainland Antankarana,dialect,,
kibu1236,Kibushi-Kimaore,dialect,,
tsim1259,Tsimihety-Betsimisaraka,family,,
tsim1257,Tsimihety Malagasy,language,-15.4294,48.8102
nort2890,Northern Betsimisaraka Malagasy,language,-19.9184,48.812
sout3174,Southwestern Malagasic,family,,
tand1256,Tandroy Malagasy,language,-24.80155,45.9
sout3346,South West-Central Malagasic,family,,
tesa1236,Tesaka Malagasy,language,-23.3,47.33
anta1261,Antaisaka,dialect,,
zafi1234,Zafisoro,dialect,,
nucl1799,Nuclear South West-Central Malagasic,family,,
inla1273,Inland-Western Malagasic,family,,
saka1299,Western Malagasic,family,,
saka1291,West Malagasy Sakalava,language,-20.28,44.32
masi1268,Masikoro Malagasy,language,-22.5582,43.8156
vezo1235,Vezo,dialect,-23.34,43.67
mike1243,Mikea,dialect,,
masi1273,Masikoro-Miary,dialect,,
bara1407,Bara-Tanosy,family,,
bara1369,Bara Malagasy,language,-23.9716,45.5937
tano1246,Tanosy Malagasy,language,-24.9186,47.1357
maha1309,Mahafaly-Antanalana Malagasy,language,-24.2,44.5
maha1311,Mahafaly,dialect,,
anta1262,Antanalana,dialect,,
maan1240,Maanyan-Paku,family,,
paku1239,Paku,language,-1.9063,115.087
maan1238,Ma'anyan,language,-2.1239,115.092
dusu1270,Dusun Balangan,dialect,,
siho1237,Sihong,dialect,,
sami1248,Samihim,dialect,,
dusu1267,Dusun Witu,language,-1.57408,114.979
nucl1553,Nuclear Dusun Witu,dialect,,
dusu1268,Dusun Pepas,dialect,,
dusu1271,Dusun Deyah,language,-1.95514,115.578
dusu1269,Dusun Malang,language,-0.85277,115.392
baya1259,Bayan,dialect,,
nucl1554,Nuclear Dusun Malang,dialect,,
bari1287,Barito-Mahakam,family,,
ampa1239,Ampanang,language,-0.79259,116.349
tunj1244,Tunjung,language,-0.29048,115.883
pahu1239,Pahu,dialect,,
tunj1246,Tunjung Londong,dialect,,
tunj1245,Tunjung Linggang,dialect,,
nucl1551,Nuclear Tunjung,dialect,,
nort2891,North West Greater Barito,family,,
kohi1250,Kohin,language,-1.43973,111.905
sian1254,Siang,language,-0.38398,114.693
muru1269,Murung 2,dialect,,
nucl1556,Nuclear Siang,dialect,,
otda1235,Ot Danum,language,-0.3955,113.469
sara1328,Sarawai,dialect,,
otba1239,Ot Banu'u,dialect,,
doho1239,Dohoi,dialect,,
otba1240,Ot Balawan,dialect,,
ulua1243,Ulu Ai',dialect,,
ottu1237,Ot Tuhup,dialect,,
otmu1237,Ot Murung 1,dialect,,
seba1249,Sebaung,dialect,,
kado1243,Kadorih,dialect,,
otol1237,Ot Olang,dialect,,
reja1240,Rejang,language,-3.33056,102.434
keba1250,Kebanagung,dialect,,
lebo1245,Lebong,dialect,,
pasi1255,Pasisir,dialect,,
rawa1266,Rawas,dialect,,
musi1242,Rejang Musi,dialect,,
moke1241,Moken-Moklen,family,,
moke1242,Moken,language,10.1474,98.6765
jait1238,Ja-It,dialect,,
lbee1237,L'be,dialect,,
dung1255,Dung,dialect,,
mokl1243,Moklen,language,8.16761,98.3176
cham1312,Chamorro,language,13.438011,144.74474
rota1237,Rotanese Chamorro,dialect,,
nucl1565,Nuclear Chamorro,dialect,,
cele1242,Celebic,family,,
grea1299,Greater Eastern Celebic,family,,
tomi1242,Tominic,family,,
sout2925,Southern Tomini,family,,
bala1314,Balaesang,language,-0.05644,119.689
taji1246,Tajio,language,-0.31553,120.01
damp1237,Dampelas,language,0.70234,120.219
taje1237,Taje,language,-0.72583,120.078
pend1242,Pendau,language,-0.11396,119.862
nort2897,Northern Tomini,family,,
tomi1243,Tomini,language,0.42569,120.89
lauj1238,Lauje,language,0.50708,120.262
ampi1237,Ampibabo,dialect,-0.5,120.0
dond1249,Dondo,language,0.80348,120.707
east2488,Eastern Celebic,family,,
sout2928,Southeastern Celebic,family,,
